"Id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips_panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi";"screen_size"
362;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;6;"Hybrid";128;1024;"Nvidia";"windows";2.8;38308;106;"large"
363;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";1.86;34046;141;"medium"
364;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Nvidia";"No OS";2.2;26587;100;"medium"
365;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"windows";2.04;20726;100;"medium"
366;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"windows";2.8;57809;127;"large"
367;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"No OS";2.4;43104;141;"medium"
368;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"windows";2.33;47899;141;"medium"
369;"HP";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.36;93240;157;"medium"
370;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i7";2.7;12;"Hybrid";512;2048;"Nvidia";"windows";2.26;58555;141;"medium"
371;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";128;0;"AMD";"windows";2.1;22697;100;"medium"
372;"Asus";"Gaming";17.3;1920;1080;0;1;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.25;117163;127;"large"
373;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";"A8-Series 7410";2.2;4;"SSD";128;0;"AMD";"windows";2.6;26054;106;"large"
374;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.62;46301;166;"small"
375;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"windows";1.91;26053;141;"medium"
376;"Lenovo";"Netbook";11.6;1366;768;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";128;0;"Intel";"windows";1.59;29464;135;"small"
377;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";1.8;16464;100;"medium"
378;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15238;112;"medium"
379;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;45075;141;"medium"
380;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.35;63456;127;"large"
381;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"No OS";1.85;21498;141;"medium"
382;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;88178;141;"medium"
383;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.5;58555;157;"medium"
384;"Asus";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;93181;166;"small"
385;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.13;121585;210;"medium"
386;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.5;29251;166;"small"
387;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"windows";2.23;72940;141;"medium"
388;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.0;113753;141;"medium"
389;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.42;133680;210;"medium"
390;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;55358;127;"large"
391;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;84768;127;"large"
392;"Acer";"Notebook";15.6;1366;768;0;1;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"windows";2.2;36976;100;"medium"
393;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.7;71875;127;"large"
394;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"linux";2.33;41498;141;"medium"
395;"HP";"Ultrabook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"windows";1.91;26587;141;"medium"
396;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";2.1;65511;141;"medium"
397;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.9;49977;157;"medium"
398;"Dell";"Workstation";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";1.78;144495;282;"medium"
399;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";"windows";1.13;139860;210;"medium"
400;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"windows";2.2;16304;100;"medium"
401;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;81465;127;"large"
402;"Lenovo";"Notebook";25.6;1920;1080;0;1;"Intel";"Core i5";1.6;8;"Hybrid";256;1024;"AMD";"windows";2.1;60979;86;"large"
403;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"linux";2.5;46833;141;"medium"
404;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.8;119827;127;"large"
405;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;99793;157;"medium"
406;"Toshiba";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.2;93080;166;"small"
407;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Intel";"windows";1.36;89510;157;"medium"
408;"Lenovo";"Notebook";35.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.2;21792;62;"large"
409;"Lenovo";"Notebook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.15;16221;135;"small"
410;"Lenovo";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"windows";2.67;102564;141;"medium"
411;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"windows";1.7;103523;210;"medium"
412;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.1;24988;141;"medium"
413;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.6;42038;166;"small"
414;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.27;49444;166;"small"
415;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";"linux";2.3;31909;141;"medium"
416;"Dell";"Notebook";13.3;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";1.65;36710;118;"small"
417;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.43;79920;157;"medium"
418;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.14;28769;100;"medium"
419;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";1.75;64755;157;"medium"
420;"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;101179;282;"medium"
421;"Chuwi";"Notebook";12.3;2736;1824;0;1;"Intel";"Celeron Quad";1.1;6;"Flash Storage";64;0;"Intel";"windows";1.4;23923;267;"small"
422;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Intel";"windows";2.31;76031;141;"medium"
423;"Asus";"Notebook";35.6;1920;1080;0;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"linux";2.3;31808;62;"large"
424;"Dell";"Gaming";27.3;2560;1440;0;1;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"windows";4.42;149131;108;"large"
425;"Dell";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.62;61752;141;"medium"
426;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";256;2048;"AMD";"windows";2.02;60867;141;"medium"
427;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"linux";1.6;58555;157;"medium"
428;"HP";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;12;"Hybrid";256;1024;"Nvidia";"windows";3.35;106507;127;"large"
429;"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;1;"Intel";"Celeron Dual";1.1;4;"SSD";32;0;"Intel";"windows";1.16;15931;190;"small"
430;"Samsung";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.15;14332;135;"small"
431;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;53813;166;"small"
432;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"windows";1.7;31915;157;"medium"
433;"Lenovo";"Workstation";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.3;130270;282;"medium"
434;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;16;"SSD";512;0;"Nvidia";"windows";2.5;130483;141;"medium"
435;"Asus";"Gaming";17.3;1920;1080;0;0;"AMD";"Ryzen 1600";3.2;8;"Hybrid";256;1024;"AMD";"windows";3.2;90310;127;"large"
436;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;18488;100;"medium"
437;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"other";1.1;117163;235;"small"
438;"Lenovo";"Ultrabook";24.0;2560;1440;0;0;"Intel";"Core i7";2.7;24;"SSD";512;0;"Intel";"windows";1.32;126913;122;"large"
439;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"linux";2.0;29784;141;"medium"
440;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";"windows";2.8;27652;106;"large"
441;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"windows";2.2;39907;141;"medium"
442;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.36;76137;176;"small"
443;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"windows";2.2;18595;141;"medium"
444;"HP";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58555;141;"medium"
445;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"windows";1.64;62817;157;"medium"
446;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"linux";2.4;23539;100;"medium"
447;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";"Xeon E3-1505M";3.0;8;"HDD";64;1024;"Nvidia";"windows";2.23;106187;141;"medium"
448;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;54758;141;"medium"
449;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.25;137942;201;"small"
450;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.91;31382;100;"medium"
451;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"windows";2.17;105228;141;"medium"
452;"HP";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.9;8;"SSD";512;0;"Intel";"windows";2.31;81732;141;"medium"
453;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.65;71662;157;"medium"
454;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.36;52161;141;"medium"
455;"Dell";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"windows";1.47;25521;135;"small"
456;"Dell";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";4.42;109011;127;"large"
457;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";"Core M";2.2;4;"SSD";128;0;"Intel";"windows";1.252;52694;201;"small"
458;"Microsoft";"Ultrabook";33.5;2256;1504;1;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.25;95851;81;"large"
459;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"windows";2.5;34094;106;"large"
460;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.23;28984;141;"medium"
461;"Acer";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"windows";1.4;23177;135;"small"
462;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.37;39907;141;"medium"
463;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"AMD";"No OS";1.5;42571;157;"medium"
464;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Nvidia";"windows";2.67;111355;141;"medium"
465;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.0;16197;100;"medium"
466;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Nvidia";"windows";2.2;24988;100;"medium"
467;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;"AMD";"windows";2.02;40440;141;"medium"
468;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"windows";3.78;90523;127;"large"
469;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";"windows";1.4;98994;210;"medium"
470;"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.29;106507;331;"small"
471;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"AMD";"windows";1.9;61485;141;"medium"
472;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";"Core i5";1.2;8;"SSD";128;0;"Intel";"other";1.1;67932;235;"small"
473;"Dell";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.42;98134;166;"small"
474;"Asus";"Notebook";15.6;3840;2160;0;1;"Intel";"Core i7";2.6;12;"Hybrid";128;1024;"Intel";"windows";2.06;69211;282;"medium"
475;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i3";2.3;8;"SSD";128;0;"Intel";"windows";1.79;39427;112;"medium"
477;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";180;0;"Intel";"windows";1.7;72674;157;"medium"
479;"Toshiba";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.05;89084;166;"small"
480;"Dell";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Nvidia";"windows";2.16;67239;141;"medium"
481;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.18;31254;100;"medium"
482;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";1.6;4;"SSD";128;0;"Intel";"windows";1.49;38681;166;"small"
483;"Chuwi";"Notebook";15.6;1920;1080;0;0;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";64;0;"Intel";"windows";1.89;13261;141;"medium"
484;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";2.3;30103;100;"medium"
485;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.75;55891;157;"medium"
486;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.17;124569;141;"medium"
487;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.06;101179;141;"medium"
488;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.36;95797;176;"small"
489;"Asus";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";0.91;103896;176;"small"
490;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.3;53919;141;"medium"
491;"Toshiba";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Intel";"windows";1.05;149131;166;"small"
492;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";1.99;71928;141;"medium"
493;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";"windows";2.2;30849;100;"medium"
494;"Asus";"Gaming";17.3;1920;1080;1;1;"Intel";"Core i7";2.6;24;"Hybrid";256;1024;"Nvidia";"windows";4.33;67612;127;"large"
495;"Lenovo";"Ultrabook";12.5;1366;768;0;1;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";"windows";1.3;58555;125;"small"
496;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";2.17;47893;141;"medium"
497;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";1024;0;"Intel";"windows";1.48;93187;157;"medium"
498;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i3";2.4;8;"SSD";256;0;"Intel";"windows";1.4;50563;166;"small"
499;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.3;48538;141;"medium"
500;"Asus";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";"windows";1.2;18115;135;"small"
501;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";1.91;32980;100;"medium"
502;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.4;85195;158;"small"
503;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.1;15931;112;"medium"
504;"Lenovo";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";16;0;"Intel";"other";1.25;14119;135;"small"
505;"Lenovo";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.44;50563;166;"small"
506;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"windows";2.0;65215;141;"medium"
507;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Nvidia";"windows";2.2;32661;141;"medium"
508;"HP";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.34;70489;166;"small"
509;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"No OS";2.4;61219;141;"medium"
510;"Dell";"Ultrabook";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.29;47899;166;"small"
511;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"HDD";500;0;"Nvidia";"windows";2.2;34046;141;"medium"
512;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.18;44542;141;"medium"
513;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"windows";2.2;64961;141;"medium"
514;"Xiaomi";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;16;"SSD";256;0;"Nvidia";"No OS";1.95;74589;141;"medium"
515;"Asus";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.1;13054;135;"small"
516;"HP";"Notebook";15.6;1366;768;1;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";"windows";2.04;27784;100;"medium"
517;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;24;"SSD";512;0;"Nvidia";"windows";2.24;158135;141;"medium"
518;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.04;47366;141;"medium"
519;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;80133;127;"large"
520;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";3.2;74539;141;"medium"
521;"HP";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.32;74539;166;"small"
522;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.64;68184;157;"medium"
523;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";1.63;36710;100;"medium"
524;"Dell";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"linux";2.8;47366;127;"large"
525;"Lenovo";"Notebook";24.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.02;71395;92;"large"
526;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";"windows";2.2;42571;141;"medium"
527;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";"No OS";2.2;24456;100;"medium"
528;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";2.3;31169;141;"medium"
529;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"windows";1.9;73367;141;"medium"
530;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";4.42;160520;127;"large"
531;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;45821;141;"medium"
532;"Asus";"Notebook";15.6;3840;2160;0;1;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";"windows";2.0;69211;282;"medium"
533;"Mediacom";"Notebook";13.3;1920;1080;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"windows";1.2;19660;166;"small"
534;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;87859;141;"medium"
535;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";1.93;72940;141;"medium"
536;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"windows";2.2;42486;141;"medium"
537;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";"windows";1.86;21258;141;"medium"
538;"HP";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"windows";2.62;95851;127;"large"
539;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";1.87;45768;157;"medium"
